game,achievement,description,achieved,unlocktime
Left 4 Dead 2,PRICE CHOPPER,Survive the Dead Center campaign.,False,null
Left 4 Dead 2,MIDNIGHT RIDER,Survive the Dark Carnival campaign.,False,null
Left 4 Dead 2,RAGIN' CAJUN,Survive the Swamp Fever campaign.,False,null
Left 4 Dead 2,WEATHERMAN,Survive the Hard Rain campaign.,False,null
Left 4 Dead 2,BRIDGE BURNER,Survive the Parish campaign.,False,null
Left 4 Dead 2,VIOLENCE IN SILENCE,Navigate the impound lot and reach the cemetery safe room without tripping any alarms.,False,null
Left 4 Dead 2,GUARDIN' GNOME,Rescue Gnome Chompski from the Carnival.,False,null
Left 4 Dead 2,SOB STORY,Navigate the sugar mill and reach the safe room without killing any Witches.,False,null
Left 4 Dead 2,WING AND A PRAYER,Defend yourself at the crashed airliner without taking damage.,False,null
Left 4 Dead 2,QUALIFIED RIDE,"As the Jockey, ride a Survivor for more than 12 seconds.",False,null
Left 4 Dead 2,BACK IN THE SADDLE,"As the Jockey, ride the Survivors twice in a single life.",False,null
Left 4 Dead 2,"RODE HARD, PUT AWAY WET","As the Jockey, ride a Survivor and steer them into a Spitter's acid patch.",False,null
Left 4 Dead 2,GREAT EXPECTORATIONS,"As the Spitter, hit every Survivor with a single acid patch.",False,null
Left 4 Dead 2,A SPITTLE HELP FROM MY FRIENDS,"As the Spitter, spit on a Survivor being choked by a Smoker.",False,null
Left 4 Dead 2,SCATTERING RAM,"As the Charger, bowl through the entire enemy team in a single charge.",False,null
Left 4 Dead 2,MEAT TENDERIZER,"As the Charger, grab a Survivor and smash them into the ground for a solid 15 seconds.",False,null
Left 4 Dead 2,LONG DISTANCE CARRIER,"As the Charger, grab a Survivor and carry them over 80 feet.",False,null
Left 4 Dead 2,BEAT THE RUSH,"In a Survival round, get a medal only using melee weapons.",False,null
Left 4 Dead 2,HUNTING PARTY,Win a game of Scavenge.,False,null
Left 4 Dead 2,GAS GUZZLER,Collect 100 gas cans in Scavenge.,False,null
Left 4 Dead 2,CACHE AND CARRY,Collect 15 gas cans in a single Scavenge round.,False,null
Left 4 Dead 2,SCAVENGE HUNT,Stop the enemy team from collecting any gas cans during a Scavenge round.,False,null
Left 4 Dead 2,GONG SHOW,Prove you are stronger than Moustachio.,False,null
Left 4 Dead 2,FUEL CRISIS,Make a Survivor drop a gas can during overtime.,False,null
Left 4 Dead 2,GAS SHORTAGE,Cause 25 gas can drops as a Special Infected.,False,null
Left 4 Dead 2,STACHE WHACKER,Prove you are faster than Moustachio.,False,null
Left 4 Dead 2,TORCH BEARER,Survive The Passing Campaign.,False,null
Left 4 Dead 2,WEDDING CRASHER,"As the Charger, grab a Survivor and crash them through 8 chairs at the wedding.",False,null
Left 4 Dead 2,TIL IT GOES CLICK,"Using the M60, kill 25 infected without letting go of the trigger.",False,null
Left 4 Dead 2,GRAVE ROBBER,Collect 10 items dropped by a Fallen Survivor.,False,null
Left 4 Dead 2,MUTANT OVERLORD,Play 6 Mutations.,False,null
Left 4 Dead 2,FORE!,Knock off the heads of 18 infected with the golf club.,False,null
Left 4 Dead 2,KILLING THEM SWIFTLY TO THIS SONG,Play the new Midnight Riders song on a jukebox.,False,null
Left 4 Dead 2,KITE LIKE A MAN,Kill a Tank only with damage from the original Survivors.,False,null
Left 4 Dead 2,CACHE GRAB,Open 5 foot lockers.,False,null
Left 4 Dead 2,PORT OF SCAVENGE,Play 5 full games of Scavenge on The Port.,False,null
Left 4 Dead 2,SUPREME SACRIFICE,"Complete ""The Sacrifice"".",False,null
Left 4 Dead 2,KILL BILL,Have Bill sacrifice himself for the team.,False,null
Left 4 Dead 2,BARREL ROLLED,Kill a Special Infected with an exploding barrel.,False,null
Left 4 Dead 2,CHAOS GENERATOR,"Have all 3 generators running at once in ""The Sacrifice"" finale.",False,null
Left 4 Dead 2,SACRIFIZZLE,"As a Special Infected, incap someone who is trying to sacrifice themselves.",False,null
Left 4 Dead 2,STREAM CROSSER,Survive the Cold Stream campaign on any difficulty.,False,null
Left 4 Dead 2,CONNECTING FIGHTS,Play a Versus game on Dead Air from start to finish.,False,null
Left 4 Dead 2,Valve Gift Grab 2011 – L4D2,Collect three gifts dropped by Special Infected in Versus Mode.,False,null
Left 4 Dead 2,GOOD GUY NICK,Plays games with free weekend players and helps them survive a campaign.,False,null
Left 4 Dead 2,GHOST OF CHRISTMAS PRESENT,Spread cheer by helping a free holiday player survive a campaign.,False,null
Left 4 Dead 2,GETTING STARTED,Earn a bronze medal on any official Survival map.,False,null
Left 4 Dead 2,ON OUR WAY,Earn a silver medal on any official survival map.,False,null
Left 4 Dead 2,THIS IS WHERE THE FUN BEGINS,Earn a gold medal on any official survival map.,False,null
Left 4 Dead 2,STILL STANDING,Survive The Last Stand campaign on any difficulty.,False,null
Left 4 Dead 2,THE LAST FRONTIER,Survive The Last Stand campaign on Expert Realism.,False,null
Left 4 Dead 2,GOLDEN FREEMAN,Find the golden crowbars hidden in the Left 4 Dead 1 survival maps.,False,null
Left 4 Dead 2,ELEPHANT IN THE ROOM,Revive an incapacitated teammate while a Tank is nearby.,False,null
Left 4 Dead 2,I SPIT ON YOUR GRAVE,"As the Spitter, spit on a Survivor who is pinned by a Charger.",False,null
Left 4 Dead 2,ACID BATH,"As the Spitter, spit on a Survivor who is pinned by a Hunter.",False,null
Left 4 Dead 2,SPITFIRE,Destroy 20 gascans as the Spitter.,False,null
Left 4 Dead 2,FLIGHT DECK,Instantly kill a Survivor as the Charger.,False,null
Left 4 Dead 2,FAT NINJA,"As the Boomer, vomit on a Survivor without having direct line of sight with them.",False,null
Left 4 Dead 2,THREE’S A CROWD,Rescue three Survivors from a single rescue closet.,False,null
Left 4 Dead 2,LICKETY-SPLIT,"With a sharp melee weapon, cut a Smoker's tongue before he ensnares you.",False,null
Left 4 Dead 2,GET SKEETED ON,Kill a pouncing Hunter with a shotgun.,False,null
Left 4 Dead 2,ROCKY HORROR PICTURE THROW,Destroy a Tank's rock in mid-air.,False,null
Left 4 Dead 2,SHOTGUN WEDDING,Kill the Witch bride with a single shotgun blast on expert difficulty.,False,null
Left 4 Dead 2,ONE HIT WONDER,"As the Hunter, land a 25 damage pounce.",False,null
Left 4 Dead 2,PURE SATISFACTION,Kill 20 Jockeys with the shovel or pitchfork.,False,null
Left 4 Dead 2,THE BIG TEN,Survive for 10 minutes on any official map in Versus Survival.,False,null
Left 4 Dead 2,Z-GENOCIDEST 2: EPISODE 2,"Kill 53,599 infected. You made sure the dead won't rise anymore!",False,null
Left 4 Dead 2,POLE POSITION,Escape Liberty Mall's Atrium before the first Tank appears,False,null
Left 4 Dead 2,HOUSEHOLD NAMES,Discover the hidden room in the Last Stand campaign,False,null
Left 4 Dead 2,A LITTLE HACK AND SLASH,Earn a bronze medal on every official survival map,False,null
Left 4 Dead 2,LIKE LAMBS TO THE SLAUGHTER,Earn a silver medal on every official survival map.,False,null
Left 4 Dead 2,KILLING SPREE,Earn a gold medal on every official survival map.,False,null
Left 4 Dead 2,SUPREME SURVIVALIST,Survive for 30 minutes on any official survival map.,False,null
Left 4 Dead 2,NEW HAIRCUT,"Kill a Witch using only a sharp melee weapon, without anyone getting incapacitated or killed.",False,null
Left 4 Dead 2,THE MAIN ATTRACTION,"On the concert finale, survive until the helicopter arrives without leaving the stage",False,null
Left 4 Dead 2,THE LAST DASH,"Complete The Last Stand campaign in 13 minutes or less, without any Survivors dying.",False,null
Left 4 Dead 2,GNOME ALONE,"If you are reading this achievement, Gabe Newell has successfully launched Gnome Chompski into space.",False,null
Terraria,Timber!!,Chop down your first tree.,True,2020-03-22 12:14:26
Terraria,No Hobo,"Build a house suitable enough for your first town NPC, such as the guide, to move into.",True,2020-03-22 12:29:08
Terraria,Stop! Hammer Time!,Obtain your first hammer via crafting or otherwise.,True,2020-03-22 12:42:58
Terraria,Ooo! Shiny!,Mine your first nugget of ore with a pickaxe.,True,2020-03-22 13:00:18
Terraria,Heart Breaker,Discover and smash your first heart crystal underground.,True,2020-03-22 13:02:24
Terraria,Heavy Metal,Obtain an anvil made from iron or lead.,True,2020-03-22 13:10:36
Terraria,I Am Loot!,Discover a golden chest underground and take a peek at its contents.,True,2020-03-22 15:42:57
Terraria,Star Power,"Craft a mana crystal out of fallen stars, and consume it.",True,2020-03-23 10:10:56
Terraria,Hold on Tight!,Equip your first grappling hook.,True,2020-03-24 16:03:01
Terraria,Eye on You,"Defeat the Eye of Cthulhu, an ocular menace who only appears at night.",True,2020-03-22 18:03:47
Terraria,"Smashing, Poppet!","Using explosives or your trusty hammer, smash a Shadow Orb or Crimson Heart in the evil parts of your world.",True,2020-03-23 10:08:46
Terraria,Worm Fodder,"Defeat the Eater of Worlds, a massive worm whom dwells in the corruption.",True,2020-03-23 10:16:06
Terraria,Mastermind,"Defeat the Brain of Cthulhu, an enourmous demon brain which haunts the creeping crimson.",True,2020-09-15 21:24:31
Terraria,Where's My Honey?,Discover a large bee's hive deep in the jungle.,True,2020-03-24 14:27:49
Terraria,Sting Operation,"Defeat the Queen Bee, the matriarch of the jungle hives.",True,2020-03-24 14:28:16
Terraria,Boned,"Defeat Skeletron, the cursed guardian of the dungeon.",True,2020-03-23 10:40:22
Terraria,Dungeon Heist,"Steal a key from the dungeon's undead denizens, and unlock one of their precious golden chests.",True,2020-03-24 16:25:41
Terraria,It's Getting Hot in Here,Spelunk deep enough to reach the molten underworld.,True,2020-03-23 10:46:43
Terraria,Miner for Fire,Craft a molten pickaxe using the hottest of materials.,True,2020-03-23 12:22:33
Terraria,Still Hungry,"Defeat the Wall of Flesh, the master and core of the world who arises after a great, burning sacrifice.",True,2020-03-23 13:02:44
Terraria,It's Hard!,"Unleash the ancient spirits of light and darkness across your world, enabling much stronger foes and showering the world with dazzling treasures (and rainbows!).",True,2020-03-23 13:02:48
Terraria,"Begone, Evil!","Smash a demon or crimson altar with a powerful, holy hammer.",True,2020-03-23 13:06:26
Terraria,Extra Shiny!,Mine a powerful ore that has been newly blessed upon your world.,True,2020-03-23 16:30:20
Terraria,Head in the Clouds,Equip a pair of wings.,True,2020-03-24 14:55:15
Terraria,Like a Boss,Obtain a boss-summoning item.,True,2020-03-22 13:06:07
Terraria,Buckets of Bolts,"Defeat the three nocturnal mechanical menaces: the Twins, the Destroyer, and Skeletron Prime.",True,2020-03-24 14:06:28
Terraria,Drax Attax,"Craft a drax or pickaxe axe using hallowed bars, and the souls of the three mechanical bosses.",True,2020-03-24 14:08:23
Terraria,Photosynthesis,"Mine chlorophyte, an organic ore found deep among the thickest of flora.",True,2020-03-24 14:26:20
Terraria,Get a Life,"Consume a life fruit, which grows in the thick of subterranean jungle grass.",True,2020-03-24 14:31:14
Terraria,The Great Southern Plantkill,"Defeat Plantera, the overgrown monstrosity of the jungle's depths.",True,2020-03-24 16:02:44
Terraria,Temple Raider,Breach the impenetrable walls of the jungle temple.,True,2020-03-28 15:13:07
Terraria,Lihzahrdian Idol,"Defeat Golem, the stone-faced ritualistic idol of the lihzahrd tribe.",True,2020-03-27 15:46:22
Terraria,Robbing the Grave,Obtain a rare treasure from a difficult monster in the dungeon.,True,2020-03-24 16:07:19
Terraria,Big Booty,"Unlock one of the dungeon's large, mysterious chests with a special key.",True,2020-03-29 01:48:21
Terraria,Fish Out of Water,"Defeat Duke Fishron, mutant terror of the sea.",True,2020-03-28 19:35:53
Terraria,Obsessive Devotion,"Defeat the Ancient Cultist, fanatical leader of the dungeon coven.",True,2020-03-29 20:06:53
Terraria,Star Destroyer,Defeat the four celestial towers of the moon.,True,2020-03-29 20:22:37
Terraria,Champion of Terraria,Defeat the Moon Lord.,True,2020-03-29 20:26:50
Terraria,Bloodbath,"Survive a blood moon, a nocturnal event where the rivers run red and monsters swarm aplenty.",True,2020-03-24 14:09:42
Terraria,Slippery Shinobi,"Defeat King Slime, the lord of all things slimy.",True,2020-09-21 21:13:01
Terraria,Goblin Punter,"Triumph over a goblin invasion, a ragtag regiment of crude, barbaric, pointy-eared warriors and their shadowflame sorcerers.",True,2020-03-23 10:51:07
Terraria,Walk the Plank,"Triumph over a pirate invasion, a group of pillagers from the sea out for your booty... and your life!",True,2020-03-24 13:34:45
Terraria,Kill the Sun,"Survive a solar eclipse, a day darker than night filled with creatures of horror.",True,2020-03-27 16:16:48
Terraria,Do You Want to Slay a Snowman?,"Triumph over the frost legion, a festive family of maniacal snowman mobsters.",False,null
Terraria,Tin-Foil Hatter,"Triumph over a martian invasion, when beings from out of this world come to scramble your brains and probe you in uncomfortable places.",True,2020-03-29 21:06:08
Terraria,Baleful Harvest,"Reach the 15th wave of a pumpkin moon, where evil lurks among the autumn harvest.",False,null
Terraria,Ice Scream,"Reach the 15th wave of a frost moon, where the festive season quickly degrades into madness.",False,null
Terraria,Sticky Situation,"Survive the slime rain, where gelatinous organisms fall from the sky in droves.",True,2020-03-23 18:19:08
Terraria,Real Estate Agent,Have all possible town NPCs living in your world.,False,null
Terraria,Not the Bees!,Fire a Bee Gun while wearing a full set of Bee Armor.,False,null
Terraria,Jeepers Creepers,Stumble into a spider cavern in the underground.,True,2020-03-22 17:27:43
Terraria,Funkytown,Build or encounter a glowing mushroom field above the surface.,True,2020-09-15 18:29:19
Terraria,Into Orbit,You can only go down from here!,True,2020-03-29 15:45:28
Terraria,Rock Bottom,The only way is up!,True,2020-09-16 15:00:22
Terraria,Mecha Mayhem,"Do battle against the Twins, the Destroyer, and Skeletron Prime simultaneously and emerge victorious.",False,null
Terraria,Gelatin World Tour,Defeat every type of slime there is!,True,2020-09-21 21:13:01
Terraria,Fashion Statement,Equip armor or vanity clothing in all three social slots.,True,2020-03-24 16:41:03
Terraria,Vehicular Manslaughter,Defeat an enemy by running it over with a minecart.,True,2020-03-22 13:03:08
Terraria,Bulldozer,"Destroy a total of 10,000 tiles.",True,2020-03-23 18:03:11
Terraria,There are Some Who Call Him...,Kill Tim.,True,2020-03-22 17:49:06
Terraria,Deceiver of Fools,Kill a nymph.,True,2020-09-14 19:17:10
Terraria,Sword of the Hero,"Obtain a Terra Blade, forged from the finest blades of light and darkness.",True,2020-03-29 21:47:45
Terraria,Lucky Break,Survive a long fall with just a sliver of health remaining.,True,2020-03-23 10:46:25
Terraria,Throwing Lines,Throw a yoyo.,True,2020-03-22 15:43:18
Terraria,Dye Hard,Equip a dye in every possible dye slot.,True,2020-03-29 13:31:25
Terraria,Sick Throw,Obtain the Terrarian.,True,2020-03-22 15:43:16
Terraria,The Frequent Flyer,Spend over 1 gold being treated by the nurse.,True,2020-03-25 11:59:29
Terraria,The Cavalry,Equip a mount.,True,2020-03-23 18:39:26
Terraria,Completely Awesome,Obtain a minishark.,True,2020-03-28 15:22:40
Terraria,Til Death...,Kill the groom.,True,2020-03-27 15:56:08
Terraria,Archaeologist,Kill Doctor Bones.,True,2020-09-19 17:46:49
Terraria,Pretty in Pink,Kill pinky.,True,2020-03-28 17:36:07
Terraria,Rainbows and Unicorns,Fire a rainbow gun while riding on a unicorn.,False,null
Terraria,You and What Army?,Command nine summoned minions simultaneously.,False,null
Terraria,Prismancer,Obtain a rainbow rod.,False,null
Terraria,It Can Talk?!,Build a house in a mushroom biome and have the Truffle move in.,True,2020-03-28 14:01:26
Terraria,Watch Your Step!,Become a victim to a nasty underground trap.,True,2020-03-22 13:18:44
Terraria,Marathon Medalist,Travel a total of 26.2 miles on foot.,True,2020-03-23 16:33:24
Terraria,Glorious Golden Pole,Obtain a golden fishing rod.,False,null
Terraria,Servant-in-Training,Complete your 1st quest for the angler.,False,null
Terraria,Good Little Slave,Complete your 10th quest for the angler.,False,null
Terraria,Trout Monkey,Complete your 25th quest for the angler.,False,null
Terraria,Fast and Fishious,Complete your 50th quest for the angler.,False,null
Terraria,Supreme Helper Minion!,Complete a grand total of 200 quests for the angler.,False,null
Terraria,Topped Off,Attain maximum health and mana possible without accessories or buffs.,True,2020-03-29 13:40:58
Terraria,Slayer of Worlds,Defeat every boss in Terraria.,True,2020-09-15 21:26:43
Terraria,You Can Do It!,Survive your character's first full night.,True,2020-03-22 12:33:39
Terraria,Matching Attire,"Equip armor in all three armor slots: head, chest, and feet.",True,2020-03-22 12:42:52
Terraria,Benched,Craft your first work bench.,True,2020-05-17 13:06:41
Terraria,Fae Flayer,"Defeat the Empress of Light, responsible for all those flashy lights and glitter.",False,null
Terraria,Just Desserts,"Defeat Queen Slime, giving the coup-de-grace to the sovereign of all that jiggles.",False,null
Terraria,Don't Dread on Me,"Defeat the Dreadnautilus, murderous mollusk lurking beneath the surface of the sanguine seas.",False,null
Terraria,Hero of Etheria,Repel the strongest forces the Old One's Army can muster.,False,null
Terraria,Infinity +1 Sword,"Obtain the Zenith, the culmination of a journey forged into the ultimate sword.",False,null
Terraria,Boots of the Hero,"Obtain the Terraspark Boots, forged from the finest boots of fire and ice.",False,null
Terraria,A Rather Blustery Day,Fly a kite on a windy day.,False,null
Terraria,Quiet Neighborhood,Enter a misty graveyard filled with the surly dead.,True,2022-11-05 15:34:08
Terraria,Hot Reels!,Drop a lure in a pool of lava for a pre-fried haul!,False,null
Terraria,Heliophobia,Trick a gnome into turning into stone!,True,2020-12-12 23:16:15
Terraria,Leading Landlord,Meet with a tenant who's as happy as they possibly can be!,False,null
Terraria,Feeling Petty,Deliver headpats to the town pet.,True,2022-11-05 14:58:10
Terraria,Hey! Listen!,Encounter a fairy.,True,2020-12-15 17:50:51
Terraria,Jolly Jamboree,"What you're celebrating doesn't matter, just throw a party already!",True,2020-12-15 18:11:34
Terraria,Dead Men Tell No Tales,You were so preoccupied with whether or not you could open the chest that you didn't stop to think if you should.,True,2022-11-08 18:21:49
Terraria,An Eye For An Eye,"Defeat Deerclops, the chilly one-eyed monstrosity from a foreign land.",True,2022-11-11 15:19:05
Terraria,Feast of Midas,"Obtain Golden Delight, the highest quality meal made from the highest quality . . . ingredients.",False,null
Terraria,Unusual Survival Strategies,"Delay death from drowning by drinking water. It doesn't make much sense, but you did what you had to do.",False,null
Terraria,Black Mirror,Obtain the Cell Phone. You'll never leave home without it again.,False,null
Terraria,Ankhumulation Complete,"Obtain the Ankh Shield, the finest protection from unpleasant maladies and ailments.",False,null
Terraria,Torch God,"Invoked the wrath of the God of Torches, and survived long enough to earn its blessing.",False,null
Terraria,A Rare Realm,Some very special seeds can lead to unique and rewarding experiences. Can you find one?,True,2022-11-05 14:56:50
Terraria,The Great Slime Mitosis,Find all of the Slime Pets and have them move in!,False,null
Terraria,A Shimmer In The Dark,Shimmer an item into another item. What other transmutations can you find?,False,null
Terraria,And Good Riddance!,"Completely purify all Corruption, Crimson, and Hallow from your world, until the Dryad is satisfied!",False,null
Terraria,To Infinity... and Beyond!,Fly a Kwad Racer into outer space.,False,null
Bastion,The Stranger,Complete the Wharf District,True,2024-11-06 21:52:15
Bastion,The Survivor,no description available,False,null
Bastion,The Singer,no description available,False,null
Bastion,The Ura,no description available,False,null
Bastion,The End,Complete the story,False,null
Bastion,The Beginning,no description available,False,null
Bastion,Calamity Kid,Complete the story in New Game Plus,False,null
Bastion,Mind Voyager,Complete each trip to Who Knows Where,False,null
Bastion,Kid-at-Arms,Use the Forge to apply at least one upgrade to every weapon,False,null
Bastion,Pet Sitter,Get four different domesticated creatures in the Bastion,False,null
Bastion,Vigilante,Complete at least 50 percent of the Vigils in the Memorial,False,null
Bastion,Altruist,Complete 100 percent of the Vigils in the Memorial,False,null
Bastion,Turret Opera,no description available,False,null
Bastion,Man-at-Arms,Use the Forge to fully upgrade every weapon.,False,null
Bastion,Whatever's Out There,Complete the Kid's Dream with five or more Shrine Idols invoked.,False,null
Bastion,Just Like That,Complete the Kid's Dream with all ten Shrine Idols invoked.,False,null
Bastion,Lock Yourself In,Complete the Singer's Dream with five or more Shrine Idols invoked.,False,null
Bastion,Calamity All Around,Complete the Singer's Dream with all ten Shrine Idols invoked.,False,null
Bastion,A Lasting Peace,Complete the Survivor's Dream with five or more Shrine Idols invoked.,False,null
Bastion,Ashes in the Sky,Complete the Survivor's Dream with all ten Shrine Idols invoked.,False,null
Bastion,Ride the Wind,Use the Skyway in the Wharf District.,True,2024-11-06 21:52:12
Bastion,Hard Bargain,"Earn a total of at least 1,000,000 points in Score Attack Mode",False,null
Bastion,All in the Mind,Complete the Stranger's Dream with five or more Shrine Idols invoked.,False,null
Bastion,About the Author,Complete the Stranger's Dream with all ten Shrine Idols invoked.,False,null
No More Room in Hell,First Blood,Get 500 kills with the PSE Deer Hunter,False,null
No More Room in Hell,Rack It,Get 500 kills with the Mossberg 500A,False,null
No More Room in Hell,To Serve and Protect,Get 500 kills with the Remington 870 Police Magnum,False,null
No More Room in Hell,Mark It Zero,Get 500 kills with the Colt 1911,False,null
No More Room in Hell,Czechmate,Get 500 kills with the CZ858,False,null
No More Room in Hell,Let Your Inner Light Shine,Get 500 kills with the Flare Gun,False,null
No More Room in Hell,Stoner,Get 500 kills with the M16A4,False,null
No More Room in Hell,Lethal Weapon,Get 500 kills with the Beretta M92FS,False,null
No More Room in Hell,El Mariachi,Get 500 kills with the Ingram M-10,False,null
No More Room in Hell,Sturm on the Horizon,Get 500 kills with the Sturm Ruger Mk III,False,null
No More Room in Hell,Special Weapons and Tactics,Get 500 kills with the MP5A4,False,null
No More Room in Hell,White Death,Get 500 kills with the Sako 85,False,null
No More Room in Hell,Motherland!,Get 500 kills with the Simonov SKS,False,null
No More Room in Hell,Patrick Would Be Proud,Get 500 kills with the Winchester Super X3,False,null
No More Room in Hell,One for Each Eye,Get 500 kills with the SV10 Perennia,False,null
No More Room in Hell,357 Reasons,Get 500 kills with the S&W 686-6,False,null
No More Room in Hell,Mare's Laig,Get 500 kills with the Winchester 1892,False,null
No More Room in Hell,Box Office Hit,Successfully complete Broadway,True,2022-04-22 16:32:51
No More Room in Hell,Cabin Fever,Successfully complete Cabin,False,null
No More Room in Hell,Year of the Zombie,Successfully complete Chinatown,False,null
No More Room in Hell,BOPE,Successfully survive Favela,False,null
No More Room in Hell,Clear Skies,Successfully survive Flooded,False,null
No More Room in Hell,Freedom,Successfully survive Isolated,False,null
No More Room in Hell,Closing Time!,Successfully survive Northway,False,null
No More Room in Hell,"They're Coming to Get You, Barbara",Successfully survive Night of the Living Dead,False,null
No More Room in Hell,No Loitering,Successfully survive Ransack,False,null
No More Room in Hell,"Hey, Paul!",Get 250 kills with the Fire Axe,False,null
No More Room in Hell,Waiting for the Worms,Get 250 kills with the Barricade Hammer,False,null
No More Room in Hell,Chainsaw Massacre,Get 250 kills with the Chainsaw,False,null
No More Room in Hell,One Free Man,Get 250 kills with the Crowbar,False,null
No More Room in Hell,Woodsman,Get 250 kills with the Hatchet,False,null
No More Room in Hell,Hell's Kitchen,Get 250 kills with the Kitchen Knife,False,null
No More Room in Hell,Blunt Force Trauma,Get 250 kills with the Lead Pipe,False,null
No More Room in Hell,Blinded By the Light,Get 250 kills with the Maglite,False,null
No More Room in Hell,Ace of Spades,Get 250 kills with the Spade,False,null
No More Room in Hell,Solder This,Get 250 kills with the Welder,False,null
No More Room in Hell,The Manhattan Project,"Liberate Manhattan - Kill 1,619,090 zombies by any means necessary",False,null
No More Room in Hell,"Remove the Head, Destroy the Brain",500 kills-to-the-head resulting in a showery pop,False,null
No More Room in Hell,Stabbity Style,Bayonet kill 10 zombies in 30 seconds,False,null
No More Room in Hell,Only YOU,Get 250 kills with the Extinguisher,False,null
