game,achievement,description,achieved,unlocktime
Left 4 Dead,BACK 2 HELP,Leave a safe room to save an incapped teammate and bring them back safely.,False,null
Left 4 Dead,ZOMBICIDAL MANIAC,Survive any campaign on Expert.,False,null
Left 4 Dead,WHAT ARE YOU TRYING TO PROVE?,Survive all campaigns on Expert.,False,null
Left 4 Dead,NOTHING SPECIAL,Survive a campaign with no Survivors taking damage from Special Infected.,False,null
Left 4 Dead,BURN THE WITCH,Light a Witch with a Molotov.,False,null
Left 4 Dead,TOWERING INFERNO,Light a Tank with a Molotov.,False,null
Left 4 Dead,SPINAL TAP,Kill an Infected with a single blow from behind.,False,null
Left 4 Dead,STOMACH UPSET,All Survivors complete a campaign without being vomited on.,False,null
Left 4 Dead,BRAIN SALAD,Make 100 headshot kills.,False,null
Left 4 Dead,JUMP SHOT,Headshot a Hunter while he's leaping.,False,null
Left 4 Dead,MERCY KILLER,Survive the No Mercy campaign.,False,null
Left 4 Dead,TOLL COLLECTOR,Survive the Death Toll campaign.,False,null
Left 4 Dead,DEAD BARON,Survive the Dead Air campaign.,False,null
Left 4 Dead,GRIM REAPER,Survive the Blood Harvest campaign.,False,null
Left 4 Dead,BARF BAGGED,Cover four Survivors with Boomer bile at once.,False,null
Left 4 Dead,BIG DRAG,Drag a Survivor 100 feet with your tongue as a Smoker.,False,null
Left 4 Dead,CHAIN SMOKER,Constrict two Survivors on one life as a Smoker.,False,null
Left 4 Dead,DOUBLE JUMP,Pounce two different Survivors on one life as a Hunter.,False,null
Left 4 Dead,All 4 Dead,Kill all four Survivors on one life as a Tank.,False,null
Left 4 Dead,DEAD WRECKENING,Dole out 5000 total Survivor damage as a Special Infected.,False,null
Left 4 Dead,LAMB 2 SLAUGHTER,"As an Infected, incap a Survivor who has entered and left a safe room.",False,null
Left 4 Dead,OUTBREAK,"Catch a rare strain of infection, then pass it on to someone else.",False,null
Left 4 Dead,LAST STAND,Complete one round of Survival on The Last Stand.,False,null
Left 4 Dead,BRONZE METTLE,Earn a Bronze medal in Survival mode on any official level.,False,null
Left 4 Dead,SILVER BULLETS,Earn a Silver medal in Survival mode on any official level.,False,null
Left 4 Dead,VIOLENCE IS GOLDEN,Earn a Gold medal in Survival mode on any official level.,False,null
Left 4 Dead,DISTINGUISHED SURVIVOR,Earn at least a Bronze medal on every official Survival level.,False,null
Left 4 Dead,HEROIC SURVIVOR,Earn at least a Silver medal on every official Survival level.,False,null
Left 4 Dead,LEGENDARY SURVIVOR,Earn a Gold medal on every official Survival level.,False,null
Left 4 Dead,CRASH-PROOF,Survive the Crash Course Campaign.,False,null
Left 4 Dead,QUICK POWER,Restart the generator within 30 seconds of it shutting off.,False,null
Left 4 Dead,THE LITTLEST GENOCIDE,"Kill 5,359 Infected in the Crash Course campaign.",False,null
Left 4 Dead,SMASH HIT,Win a Versus campaign of Crash Course.,False,null
Left 4 Dead,TRUCK STOP,Your team wipes all Survivors after the escape vehicle has opened in Crash Course.,False,null
Left 4 Dead,20 CAR PILE-UP,As A Tank hit 20 Survivors with a car in the Crash Course campaign.,False,null
Left 4 Dead,JUMPIN' JACK SMASH,Pounce a Survivor for 25 points of damage in the Crash Course campaign.,False,null
Left 4 Dead,SLIPPERY PULL,Smoker pull a bile-covered Survivor until you hold him during Crash Course.,False,null
Left 4 Dead,TANK STUMBLE,Stun a Tank with an explosion in the Crash Course campaign.,False,null
Left 4 Dead,WIPEFEST,Your team incapacitates three Survivors within five seconds.,False,null
Left 4 Dead,Supreme Sacrifice,"Complete ""The Sacrifice"".",False,null
Left 4 Dead,Kill Bill,Have Bill sacrifice himself for the team.,False,null
Left 4 Dead,Barrel Rolled,Kill a Special Infected with an exploding barrel.,False,null
Left 4 Dead,Chaos Generator,"Have all 3 generators running at once in ""The Sacrifice"" finale.",False,null
Left 4 Dead,Sacrifizzle,"As a Special Infected, incap someone who is trying to sacrifice themselves.",False,null
Plants vs. Zombies: Game of the Year,Home Lawn Security ,Complete adventure mode ,False,null
Plants vs. Zombies: Game of the Year,Nobel Peas Prize ,Get the golden sunflower trophy ,False,null
Plants vs. Zombies: Game of the Year,Better Off Dead ,"Get to a streak of 10 in I, Zombie Endless ",False,null
Plants vs. Zombies: Game of the Year,China Shop ,Get to a streak of 15 in Vasebreaker Endless ,False,null
Plants vs. Zombies: Game of the Year,Immortal,Get to 20 flags in Survival Endless ,False,null
Plants vs. Zombies: Game of the Year,Morticulturalist,Collect all 49 plants ,False,null
Plants vs. Zombies: Game of the Year,Towering Wisdom ,Grow the Tree of Wisdom to 100 feet ,False,null
Plants vs. Zombies: Game of the Year,Cryptozombologist,Discover the top secret zombie ,False,null
Plants vs. Zombies: Game of the Year,Disco is Undead,Hypnotize the lead dancer zombie ,False,null
Plants vs. Zombies: Game of the Year,SPUDOW! ,Blow up a zombie using a potato mine ,True,2024-03-02 11:55:07
Plants vs. Zombies: Game of the Year,Explodonator,Blow up 10 zombies with a single cherry bomb ,True,2024-03-02 12:22:37
Plants vs. Zombies: Game of the Year,Ask Me About Mustache Mode ,Enable Mustache Mode ,False,null
Plants vs. Zombies: Game of the Year,Don't Pea in the Pool,Complete a daytime pool level without using pea shooters of any kind.,False,null
Plants vs. Zombies: Game of the Year,Roll Some Heads,Bowl over 5 zombies with a single Wall-Nut.,False,null
Plants vs. Zombies: Game of the Year,Grounded,Defeat a normal roof level without using any catapult plants.,False,null
Plants vs. Zombies: Game of the Year,Penny Pincher,Pick up 30 coins in a row on a single level without letting any disappear.,False,null
Plants vs. Zombies: Game of the Year,Sunny Days,Get 8000 sun during a single level.,False,null
Plants vs. Zombies: Game of the Year,Popcorn Party,Defeat 2 Gargantuars with Corn Cob missiles in a single level.,False,null
Plants vs. Zombies: Game of the Year,Good Morning,Complete a daytime level by planting only Mushrooms and Coffee Beans.,False,null
Plants vs. Zombies: Game of the Year,No Fungus Among Us,Complete a nighttime level without planting any Mushrooms.,False,null
Plants vs. Zombies: Game of the Year,Beyond the Grave,Beat all 20 mini games.,False,null
Left 4 Dead 2,CL0WND,Honk the noses of 10 Clowns.,False,null
Left 4 Dead 2,FRIED PIPER,"Using a Molotov, burn a Clown leading at least 10 Common Infected. ",False,null
Left 4 Dead 2,LEVEL A CHARGE,Kill a Charger with a melee weapon while they are charging.,False,null
Left 4 Dead 2,ACID REFLEX,Kill a Spitter before she is able to spit.,False,null
Left 4 Dead 2,CONFEDERACY OF CRUNCHES,Finish a campaign using only melee weapons.,False,null
Left 4 Dead 2,CRASS MENAGERIE,Kill one of each Uncommon Infected.,False,null
Left 4 Dead 2,A RIDE DENIED,Kill a Jockey within 2 seconds of it jumping on a Survivor.,False,null
Left 4 Dead 2,HEAD HONCHO,Decapitate 200 Infected with a melee weapon.,False,null
Left 4 Dead 2,HEARTWARMER,"In a Versus round, leave the saferoom to defibrillate a dead teammate.",False,null
Left 4 Dead 2,STILL SOMETHING TO PROVE,Survive all campaigns on Expert.,False,null
Left 4 Dead 2,THE REAL DEAL,Survive a campaign on Expert skill with Realism mode enabled.,False,null
Left 4 Dead 2,STRENGTH IN NUMBERS,Form a team and beat an enemy team in 4v4 Versus or Scavenge.,False,null
Left 4 Dead 2,DEAD IN THE WATER,Kill 10 swampy Mudmen while they are in the water.,False,null
Left 4 Dead 2,ROBBED ZOMBIE,Collect 10 vials of Boomer vomit from infected CEDA agents you have killed.,False,null
Left 4 Dead 2,DISMEMBERMENT PLAN,Kill 15 Infected with a single grenade launcher blast.,False,null
Left 4 Dead 2,BURNING SENSATION,Ignite 50 Common Infected with incendiary ammo.,False,null
Left 4 Dead 2,ARMORY OF ONE,Deploy an ammo upgrade and have your team use it.,False,null
Left 4 Dead 2,SHOCK JOCK,Revive 10 dead Survivors with the defibrillator.,False,null
Left 4 Dead 2,THE QUICK AND THE DEAD,Revive 10 incapacitated Survivors while under the speed-boosting effects of adrenaline.,False,null
Left 4 Dead 2,CHAIN OF COMMAND,Kill 100 Common Infected with the chainsaw.,False,null
Left 4 Dead 2,SEPTIC TANK,Use a bile bomb on a Tank.,False,null
Left 4 Dead 2,CLUB DEAD,Use every melee weapon to kill Common Infected.,False,null
Left 4 Dead 2,TANK BURGER,Kill a Tank with melee weapons.,False,null
Left 4 Dead 2,BRIDGE OVER TREBLED SLAUGHTER,Cross the bridge finale in less than three minutes.,False,null
Left 4 Dead 2,PRICE CHOPPER,Survive the Dead Center campaign.,False,null
Left 4 Dead 2,MIDNIGHT RIDER,Survive the Dark Carnival campaign.,False,null
Left 4 Dead 2,RAGIN' CAJUN,Survive the Swamp Fever campaign.,False,null
Left 4 Dead 2,WEATHERMAN,Survive the Hard Rain campaign.,False,null
Left 4 Dead 2,BRIDGE BURNER,Survive the Parish campaign.,False,null
Left 4 Dead 2,VIOLENCE IN SILENCE,Navigate the impound lot and reach the cemetery safe room without tripping any alarms.,False,null
Left 4 Dead 2,GUARDIN' GNOME,Rescue Gnome Chompski from the Carnival.,False,null
Left 4 Dead 2,SOB STORY,Navigate the sugar mill and reach the safe room without killing any Witches.,False,null
Left 4 Dead 2,WING AND A PRAYER,Defend yourself at the crashed airliner without taking damage.,False,null
Left 4 Dead 2,QUALIFIED RIDE,"As the Jockey, ride a Survivor for more than 12 seconds.",False,null
Left 4 Dead 2,BACK IN THE SADDLE,"As the Jockey, ride the Survivors twice in a single life.",False,null
Left 4 Dead 2,"RODE HARD, PUT AWAY WET","As the Jockey, ride a Survivor and steer them into a Spitter's acid patch.",False,null
Left 4 Dead 2,GREAT EXPECTORATIONS,"As the Spitter, hit every Survivor with a single acid patch.",False,null
Left 4 Dead 2,A SPITTLE HELP FROM MY FRIENDS,"As the Spitter, spit on a Survivor being choked by a Smoker.",False,null
Left 4 Dead 2,SCATTERING RAM,"As the Charger, bowl through the entire enemy team in a single charge.",False,null
Left 4 Dead 2,MEAT TENDERIZER,"As the Charger, grab a Survivor and smash them into the ground for a solid 15 seconds.",False,null
Left 4 Dead 2,LONG DISTANCE CARRIER,"As the Charger, grab a Survivor and carry them over 80 feet.",False,null
Left 4 Dead 2,BEAT THE RUSH,"In a Survival round, get a medal only using melee weapons.",False,null
Left 4 Dead 2,HUNTING PARTY,Win a game of Scavenge.,False,null
Left 4 Dead 2,GAS GUZZLER,Collect 100 gas cans in Scavenge.,False,null
Left 4 Dead 2,CACHE AND CARRY,Collect 15 gas cans in a single Scavenge round.,False,null
Left 4 Dead 2,SCAVENGE HUNT,Stop the enemy team from collecting any gas cans during a Scavenge round.,False,null
Left 4 Dead 2,GONG SHOW,Prove you are stronger than Moustachio.,False,null
Left 4 Dead 2,FUEL CRISIS,Make a Survivor drop a gas can during overtime.,False,null
Left 4 Dead 2,GAS SHORTAGE,Cause 25 gas can drops as a Special Infected.,False,null
Left 4 Dead 2,STACHE WHACKER,Prove you are faster than Moustachio.,False,null
Left 4 Dead 2,TORCH BEARER,Survive The Passing Campaign.,False,null
Left 4 Dead 2,WEDDING CRASHER,"As the Charger, grab a Survivor and crash them through 8 chairs at the wedding.",False,null
Left 4 Dead 2,TIL IT GOES CLICK,"Using the M60, kill 25 infected without letting go of the trigger.",False,null
Left 4 Dead 2,GRAVE ROBBER,Collect 10 items dropped by a Fallen Survivor.,False,null
Left 4 Dead 2,MUTANT OVERLORD,Play 6 Mutations.,False,null
Left 4 Dead 2,FORE!,Knock off the heads of 18 infected with the golf club.,False,null
Left 4 Dead 2,KILLING THEM SWIFTLY TO THIS SONG,Play the new Midnight Riders song on a jukebox.,False,null
Left 4 Dead 2,KITE LIKE A MAN,Kill a Tank only with damage from the original Survivors.,False,null
Left 4 Dead 2,CACHE GRAB,Open 5 foot lockers.,False,null
Left 4 Dead 2,PORT OF SCAVENGE,Play 5 full games of Scavenge on The Port.,False,null
Left 4 Dead 2,SUPREME SACRIFICE,"Complete ""The Sacrifice"".",False,null
Left 4 Dead 2,KILL BILL,Have Bill sacrifice himself for the team.,False,null
Left 4 Dead 2,BARREL ROLLED,Kill a Special Infected with an exploding barrel.,False,null
Left 4 Dead 2,CHAOS GENERATOR,"Have all 3 generators running at once in ""The Sacrifice"" finale.",False,null
Left 4 Dead 2,SACRIFIZZLE,"As a Special Infected, incap someone who is trying to sacrifice themselves.",False,null
Left 4 Dead 2,STREAM CROSSER,Survive the Cold Stream campaign on any difficulty.,False,null
Left 4 Dead 2,CONNECTING FIGHTS,Play a Versus game on Dead Air from start to finish.,False,null
Left 4 Dead 2,Valve Gift Grab 2011 – L4D2,Collect three gifts dropped by Special Infected in Versus Mode.,False,null
Left 4 Dead 2,GOOD GUY NICK,Plays games with free weekend players and helps them survive a campaign.,False,null
Left 4 Dead 2,GHOST OF CHRISTMAS PRESENT,Spread cheer by helping a free holiday player survive a campaign.,False,null
Left 4 Dead 2,GETTING STARTED,Earn a bronze medal on any official Survival map.,False,null
Left 4 Dead 2,ON OUR WAY,Earn a silver medal on any official survival map.,False,null
Left 4 Dead 2,THIS IS WHERE THE FUN BEGINS,Earn a gold medal on any official survival map.,False,null
Left 4 Dead 2,STILL STANDING,Survive The Last Stand campaign on any difficulty.,False,null
Left 4 Dead 2,THE LAST FRONTIER,Survive The Last Stand campaign on Expert Realism.,False,null
Left 4 Dead 2,GOLDEN FREEMAN,Find the golden crowbars hidden in the Left 4 Dead 1 survival maps.,False,null
Left 4 Dead 2,ELEPHANT IN THE ROOM,Revive an incapacitated teammate while a Tank is nearby.,False,null
Left 4 Dead 2,I SPIT ON YOUR GRAVE,"As the Spitter, spit on a Survivor who is pinned by a Charger.",False,null
Left 4 Dead 2,ACID BATH,"As the Spitter, spit on a Survivor who is pinned by a Hunter.",False,null
Left 4 Dead 2,SPITFIRE,Destroy 20 gascans as the Spitter.,False,null
Left 4 Dead 2,FLIGHT DECK,Instantly kill a Survivor as the Charger.,False,null
Left 4 Dead 2,FAT NINJA,"As the Boomer, vomit on a Survivor without having direct line of sight with them.",False,null
Left 4 Dead 2,THREE’S A CROWD,Rescue three Survivors from a single rescue closet.,False,null
Left 4 Dead 2,LICKETY-SPLIT,"With a sharp melee weapon, cut a Smoker's tongue before he ensnares you.",False,null
Left 4 Dead 2,GET SKEETED ON,Kill a pouncing Hunter with a shotgun.,False,null
Left 4 Dead 2,ROCKY HORROR PICTURE THROW,Destroy a Tank's rock in mid-air.,False,null
