game,achievement,description,achieved,unlocktime
Left 4 Dead 2,CL0WND,Honk the noses of 10 Clowns.,False,null
Left 4 Dead 2,FRIED PIPER,"Using a Molotov, burn a Clown leading at least 10 Common Infected. ",False,null
Left 4 Dead 2,LEVEL A CHARGE,Kill a Charger with a melee weapon while they are charging.,False,null
Left 4 Dead 2,ACID REFLEX,Kill a Spitter before she is able to spit.,True,2021-12-25 21:42:23
Left 4 Dead 2,CONFEDERACY OF CRUNCHES,Finish a campaign using only melee weapons.,False,null
Left 4 Dead 2,CRASS MENAGERIE,Kill one of each Uncommon Infected.,False,null
Left 4 Dead 2,A RIDE DENIED,Kill a Jockey within 2 seconds of it jumping on a Survivor.,True,2021-12-25 20:57:18
Left 4 Dead 2,HEAD HONCHO,Decapitate 200 Infected with a melee weapon.,False,null
Left 4 Dead 2,HEARTWARMER,"In a Versus round, leave the saferoom to defibrillate a dead teammate.",False,null
Left 4 Dead 2,STILL SOMETHING TO PROVE,Survive all campaigns on Expert.,False,null
Left 4 Dead 2,THE REAL DEAL,Survive a campaign on Expert skill with Realism mode enabled.,False,null
Left 4 Dead 2,STRENGTH IN NUMBERS,Form a team and beat an enemy team in 4v4 Versus or Scavenge.,False,null
Left 4 Dead 2,DEAD IN THE WATER,Kill 10 swampy Mudmen while they are in the water.,False,null
Left 4 Dead 2,ROBBED ZOMBIE,Collect 10 vials of Boomer vomit from infected CEDA agents you have killed.,False,null
Left 4 Dead 2,DISMEMBERMENT PLAN,Kill 15 Infected with a single grenade launcher blast.,False,null
Left 4 Dead 2,BURNING SENSATION,Ignite 50 Common Infected with incendiary ammo.,False,null
Left 4 Dead 2,ARMORY OF ONE,Deploy an ammo upgrade and have your team use it.,False,null
Left 4 Dead 2,SHOCK JOCK,Revive 10 dead Survivors with the defibrillator.,False,null
Left 4 Dead 2,THE QUICK AND THE DEAD,Revive 10 incapacitated Survivors while under the speed-boosting effects of adrenaline.,False,null
Left 4 Dead 2,CHAIN OF COMMAND,Kill 100 Common Infected with the chainsaw.,False,null
Left 4 Dead 2,SEPTIC TANK,Use a bile bomb on a Tank.,False,null
Left 4 Dead 2,CLUB DEAD,Use every melee weapon to kill Common Infected.,False,null
Left 4 Dead 2,TANK BURGER,Kill a Tank with melee weapons.,False,null
Left 4 Dead 2,BRIDGE OVER TREBLED SLAUGHTER,Cross the bridge finale in less than three minutes.,False,null
Left 4 Dead 2,PRICE CHOPPER,Survive the Dead Center campaign.,False,null
Left 4 Dead 2,MIDNIGHT RIDER,Survive the Dark Carnival campaign.,False,null
Left 4 Dead 2,RAGIN' CAJUN,Survive the Swamp Fever campaign.,False,null
Left 4 Dead 2,WEATHERMAN,Survive the Hard Rain campaign.,False,null
Left 4 Dead 2,BRIDGE BURNER,Survive the Parish campaign.,False,null
Left 4 Dead 2,VIOLENCE IN SILENCE,Navigate the impound lot and reach the cemetery safe room without tripping any alarms.,False,null
Left 4 Dead 2,GUARDIN' GNOME,Rescue Gnome Chompski from the Carnival.,False,null
Left 4 Dead 2,SOB STORY,Navigate the sugar mill and reach the safe room without killing any Witches.,False,null
Left 4 Dead 2,WING AND A PRAYER,Defend yourself at the crashed airliner without taking damage.,False,null
Left 4 Dead 2,QUALIFIED RIDE,"As the Jockey, ride a Survivor for more than 12 seconds.",False,null
Left 4 Dead 2,BACK IN THE SADDLE,"As the Jockey, ride the Survivors twice in a single life.",False,null
Left 4 Dead 2,"RODE HARD, PUT AWAY WET","As the Jockey, ride a Survivor and steer them into a Spitter's acid patch.",False,null
Left 4 Dead 2,GREAT EXPECTORATIONS,"As the Spitter, hit every Survivor with a single acid patch.",False,null
Left 4 Dead 2,A SPITTLE HELP FROM MY FRIENDS,"As the Spitter, spit on a Survivor being choked by a Smoker.",False,null
Left 4 Dead 2,SCATTERING RAM,"As the Charger, bowl through the entire enemy team in a single charge.",False,null
Left 4 Dead 2,MEAT TENDERIZER,"As the Charger, grab a Survivor and smash them into the ground for a solid 15 seconds.",False,null
Left 4 Dead 2,LONG DISTANCE CARRIER,"As the Charger, grab a Survivor and carry them over 80 feet.",False,null
Left 4 Dead 2,BEAT THE RUSH,"In a Survival round, get a medal only using melee weapons.",False,null
Left 4 Dead 2,HUNTING PARTY,Win a game of Scavenge.,False,null
Left 4 Dead 2,GAS GUZZLER,Collect 100 gas cans in Scavenge.,False,null
Left 4 Dead 2,CACHE AND CARRY,Collect 15 gas cans in a single Scavenge round.,False,null
Left 4 Dead 2,SCAVENGE HUNT,Stop the enemy team from collecting any gas cans during a Scavenge round.,False,null
Left 4 Dead 2,GONG SHOW,Prove you are stronger than Moustachio.,False,null
Left 4 Dead 2,FUEL CRISIS,Make a Survivor drop a gas can during overtime.,False,null
Left 4 Dead 2,GAS SHORTAGE,Cause 25 gas can drops as a Special Infected.,False,null
Left 4 Dead 2,STACHE WHACKER,Prove you are faster than Moustachio.,False,null
Left 4 Dead 2,TORCH BEARER,Survive The Passing Campaign.,False,null
Left 4 Dead 2,WEDDING CRASHER,"As the Charger, grab a Survivor and crash them through 8 chairs at the wedding.",False,null
Left 4 Dead 2,TIL IT GOES CLICK,"Using the M60, kill 25 infected without letting go of the trigger.",False,null
Left 4 Dead 2,GRAVE ROBBER,Collect 10 items dropped by a Fallen Survivor.,False,null
Left 4 Dead 2,MUTANT OVERLORD,Play 6 Mutations.,False,null
